0,1
3.0732198,-2.2702048
1.7663721,-12.300701
-1.6842201,16.526478
-0.6471932,16.691694
-0.5253281,16.595907
2.2236617,-0.120458394
-0.76631624,16.768261
1.5245066,-12.155319
2.279847,-0.013078414
2.112997,-20.293915
1.1822032,2.4073162
2.4865775,-0.8146855
1.7016847,-12.166649
-9.080218,-6.427894
1.1109254,2.3779728
1.7317282,-20.559618
3.1088438,-2.1388392
2.337392,-0.3543277
2.7861216,-1.5072924
-1.685659,16.586815
0.8052632,-13.028282
2.3101776,-0.57137233
-9.102726,-6.078232
1.9856898,-20.306145
1.8274437,-20.534647
8.5854025,12.214771
8.624976,12.175256
8.741839,12.058338
1.5255526,1.9212987
2.3619118,-0.5619645
1.9646746,0.95104766
0.6448132,-12.788275
-0.357096,16.409231
0.8190686,-12.654528
1.7709478,-20.459652
-0.6232573,16.848614
1.8172672,0.78675073
-10.305394,-4.4280243
1.8969406,-20.241837
1.000968,-12.834014
2.3661838,-0.7327819
2.0301492,-20.411125
-8.812339,-5.927372
1.0515044,2.330659
-8.556925,-6.324174
-0.71847105,16.402716
3.2346919,-2.095114
-0.7089025,16.634811
1.1136634,-13.026087
8.649761,12.150577
0.91124076,-12.856542
-9.019811,-5.898198
-9.209882,-5.8550005
-7.5995975,2.1562593
8.503447,12.296837
2.30715,-0.28756317
-8.844865,-6.2841034
-9.118771,-6.3281965
1.8972068,0.87952703
1.5658677,1.8853966
-8.724375,-6.1362233
3.2970343,-2.2709575
-0.34280527,16.484137
3.2204,-2.0379775
1.8710781,0.8531398
-9.116304,-5.5919485
-8.577039,-5.8679256
1.5709851,-20.235657
-8.406304,-6.0595865
-8.604386,-6.2448387
-9.388504,-6.243099
-9.208442,-5.7515464
-8.778965,-5.7397556
1.3459166,2.6227949
1.811795,-20.695127
1.6745247,-20.024593
-9.047282,-5.989627
-9.291599,-6.196452
-10.170634,-4.292515
3.4267275,-2.0355299
-7.4536104,2.0120068
3.3153331,-2.1838543
1.9220119,-20.55408
8.479376,12.32095
-9.406455,-5.935456
-8.851533,-6.6171236
8.555069,12.245247
-8.749963,-5.4358563
2.800853,-1.5055931
1.1643004,2.3129902
-8.9808855,-6.1102705
1.7061696,-12.303925
-7.418346,1.9767512
3.100701,-2.2026596
-1.829844,16.739069
0.7176531,-12.822955
-0.5679874,16.373026
2.1991918,-20.570055
1.7021302,-20.088827
-8.837278,-5.7291484
-7.5608654,2.1184065
1.8861742,0.8500044
-8.798666,-6.60899
-8.432627,-5.700779
1.8036759,-20.159988
1.6699634,-12.23843
-10.159122,-4.2774925
-0.6778073,16.377089
2.990664,-2.3181372
0.94005555,-12.9575405
1.1183223,2.4019046
2.5841072,-0.8690183
1.4088181,-12.479303
1.3781661,2.2783432
2.0201528,0.9809907
-9.235366,-6.5770707
1.6348507,-20.31902
-8.948779,-5.5341463
-10.287742,-4.2720675
-0.64600223,16.514175
-7.3724437,1.930816
-1.6579728,16.602818
3.1042557,-2.0844421
-0.4655809,16.74634
1.0700786,-12.9383
0.9431612,-12.6087055
0.9899141,2.149628
1.9175822,-20.071417
0.68717885,-13.130842
1.6308348,-20.701944
-7.636369,2.1939173
0.68764025,-13.08203
-7.5533085,2.1109455
1.4495612,-20.4434
1.1137369,-13.069349
