PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
-15.23011522278242,0.22746124400827583,4.2510256991146,0.006126566415332523,1.149695034991731,0.09902737763865181,1.1280959836598685,0.020751122373276372,0.1570305266725577,-0.007826101251168031,0.06849698523044807,-0.13629233468516377,-0.13112549339556825,-0.008742523376952992,-0.006508832586560618,0.0256492801018477,0.03213564204843954,-0.01120521263589888,-0.03889342928873042,0.00620301973712585,0.021293837558563303,0.024422654527399303,0.012082150423675794,0.014634233562492764,-0.0042958353862839966,2.267094784182228e-05,0.0031722520079960196,1.281990977208869e-05,0.0005762659715708586,1.6193350573333872e-15,3.511549078020469e-16,2.3898887813585233e-18,5.404004053561866e-18,-4.709060037347751e-15,-6.336851207535236e-16,-1.5470409031723154e-15,3.0805347419440046e-16,-2.1522679598610892e-15,-3.1489773955349765e-15,5.699272316371882e-15,-6.002345507857571e-15,-1.1164959635263826e-15,7.836684339121345e-15,5.188848760443202e-15,-7.498490036615317e-16,-1.2393787021006095e-15,-7.865511341681283e-15,3.538628483405319e-15,-3.517257803480099e-15,1.1239213070702018e-15
17.75900660958589,-0.24233353334124463,0.0449615555279797,-0.8692094711124777,-1.5397294661277763,-0.49295848577020895,1.1799014337764788,-0.21556786139978287,0.048423094607256585,0.3009867197015634,0.43780336953176946,0.21626803664284538,-0.057398804582967325,-0.009444614080086037,0.15790149092471054,-0.057004522492833984,0.08189112177242662,-0.01666724789657042,0.016218538951826938,-0.021870217820860894,0.07272148807916619,-0.06379942442086797,0.003602887990289073,-0.016985933709249414,-0.005611844080108864,0.07979587694854914,0.0025985334263928165,-0.02282695854486828,0.0024649249679932306,1.6193350573332217e-15,3.5115490780090986e-16,2.3898888053792547e-18,5.404004023928727e-18,-3.7199592741976365e-16,6.260986823088491e-17,-1.405989437140804e-16,1.0096127548876827e-15,-2.1248084621845793e-15,-4.065447128244367e-16,3.61109502600244e-15,2.8917732153686933e-15,-4.9779685608060985e-15,3.4330261799684866e-15,-3.5493915462917838e-15,-4.60655425583217e-15,6.6617476386550484e-15,-9.385189780257851e-17,-9.842585349192701e-17,2.837255336957246e-15,3.230318842815686e-15
-16.008907959818423,-0.17167643506655064,-3.7195915141708142,-0.06725460738610599,0.5647698816313671,0.03608529269785049,0.3106061482039456,-1.2936056289230957,0.6639478736035392,-0.05303274602693617,-0.16528471165347247,0.11660221478526817,0.2568816688036806,-0.08832930850325231,0.035096835411138755,0.0532123411182012,-0.010216542258094609,0.10286841228357377,0.01201413766189823,-0.04343468129332263,0.03359616480234454,0.030221516821387108,-0.028973653124010987,0.014886701802396644,0.003181142555805548,0.0014628489596737201,0.0028770065180672866,0.00044532420814926186,-0.00013431189449852608,1.619335057333849e-15,3.511549078002774e-16,2.3898888189922814e-18,5.404004006682722e-18,2.1105163323622315e-15,-5.631827057042138e-16,-5.181911196637835e-15,-1.8506823655967562e-15,3.2301647328172388e-15,6.865482722398649e-16,5.208769866376733e-15,-1.2717491999400227e-15,1.421828755617069e-15,-6.528174360652187e-15,-2.207456951472921e-15,-2.6982881820884714e-16,-2.2580778344114674e-15,-4.132591392806076e-15,-3.983379903927916e-15,1.5258368323480608e-15,6.876479040183798e-15
-16.029627084930624,-0.5235364744927189,-5.951319542552591,-0.08243018973880363,0.6226852698093284,0.1816085163891228,0.7566513150077293,0.6132491412013343,0.07833294664077341,0.06729830249222575,-0.1296207373034432,0.18217221341098086,0.012671620808599652,0.062424599851804624,0.007495301577853302,0.008145700644489827,0.04199138465845512,-0.037201338441313396,-0.0021093439440742186,0.025390092314207222,-0.015372042180966968,-0.010679207706056591,0.03389103882680126,-0.005188069122240057,-0.001697100745840656,-0.00038240567488974874,-0.0032754538397871203,-8.095253811555162e-05,7.592378004124481e-05,1.6193350573336394e-15,3.5115490780119375e-16,2.3898887979056176e-18,5.4040040337481986e-18,-1.8788829670031396e-15,-3.3148938420158396e-15,-1.203858322454899e-15,2.0425135731081422e-15,3.7040090794464604e-15,4.924625064590994e-16,7.337837539760202e-16,-1.0442289008088429e-16,1.989168168189895e-15,2.8953617255501164e-15,-6.6492265153129364e-15,-4.429854576953201e-15,5.9615482186807275e-15,2.6344735829170386e-15,-5.444241409546664e-15,-4.1185504365501564e-15,-5.535050784540163e-15
-16.029627084930624,-0.5235364744927189,-5.951319542552591,-0.0824301897388047,0.622685269809329,0.18160851638912381,0.7566513150077295,0.6132491412013352,0.07833294664077342,0.06729830249222579,-0.1296207373034431,0.18217221341098094,0.012671620808599592,0.062424599851804714,0.007495301577853252,0.008145700644489868,0.041991384658455054,-0.03720133844131349,-0.00210934394407421,0.0253900923142073,-0.015372042180967008,-0.010679207706056598,0.0338910388268013,-0.005188069122240082,-0.0016971007458406403,-0.0003824056748897589,-0.0032754538397871177,-8.095253811553166e-05,7.592378004123512e-05,1.619335057333956e-15,3.511549077996149e-16,2.3898888289926615e-18,5.404003994563469e-18,3.904535862392434e-15,5.31952072130957e-15,1.0390452481886068e-15,-5.674231515904887e-15,3.467880662150051e-15,-5.745039521441034e-15,5.502367288548393e-16,1.2825749832181992e-15,-2.0738553242210904e-15,2.0469647185326023e-15,3.0745177724674553e-15,5.227718817614638e-15,4.213493132555251e-15,1.299482989446871e-15,3.553713522634273e-15,-1.2012113042478807e-15,6.055864167922801e-16
-15.530079438264218,0.5661136128916008,2.6272050206567537,-0.3478762390387368,0.13688767007694036,-1.0257027753206354,-0.3191740615782822,1.1392431290094283,-0.13971774387657687,0.15295360289150578,-0.3923648846385317,0.5313157137632826,0.13958808468837994,-0.4787066570586134,0.20228060322477467,-0.1253560378496128,-0.1254212946307316,-0.28146170008111876,-0.03829112661800098,-0.14517047174183853,0.1137713437746079,0.0884179402021908,-0.27360620908490657,0.08171343820871045,0.0052527558662350165,-0.007825556114383637,0.025646717160266654,0.000542880436185734,-0.0001341737146952514,1.6193350573334284e-15,3.511549078006016e-16,2.389888807758192e-18,5.404004021125434e-18,3.1601237420976234e-29,1.8917868441590094e-30,6.120811160936472e-31,7.709576969484851e-31,-4.690453144873103e-31,1.4811094511730828e-30,-2.209012624020719e-30,-1.2887563214880676e-30,-1.1999090774255977e-30,1.4998906949312514e-30,4.386565294495322e-30,-6.751593757907975e-31,7.609696383462682e-31,-2.591611952220982e-30,7.497333918269763e-32,-2.800773738143147e-32,-2.342362556778341e-31
-16.029627084930624,-0.5235364744927189,-5.951319542552591,-0.08243018973880469,0.6226852698093288,0.18160851638912387,0.7566513150077293,0.6132491412013341,0.07833294664077331,0.06729830249222572,-0.12962073730344326,0.18217221341098094,0.012671620808599543,0.062424599851804596,0.007495301577853182,0.00814570064448997,0.04199138465845508,-0.037201338441313556,-0.002109343944074207,0.02539009231420725,-0.015372042180966964,-0.01067920770605655,0.0338910388268013,-0.005188069122240027,-0.0016971007458406557,-0.00038240567488976413,-0.0032754538397870834,-8.095253811551805e-05,7.592378004123393e-05,1.619335057333575e-15,3.5115490780149085e-16,2.3898887973929894e-18,5.404004034181194e-18,-1.925412331898673e-15,3.6738516063202517e-16,-2.1573811782024015e-15,5.823487708676151e-15,-9.357331708310006e-15,3.1724004284956423e-16,-2.6272213112607507e-15,1.6238875014932974e-15,3.6946442254292804e-15,-3.326355845023225e-15,-2.6332303382405975e-15,7.780505528618279e-16,-7.339082451278255e-16,-1.4856212087463143e-15,4.957557668677254e-15,-4.040716262526734e-15,3.414599002775507e-15
18.042555985369248,0.6655519879672547,-0.136690574880131,-1.479607609289656,-0.9452094480225902,-0.394720862160172,0.827988058832241,0.11664782250347452,0.027420113705639404,-0.37712445274098133,0.5809730135542854,0.4043291180303352,0.006918792150366091,0.12643067653045179,-0.07848261630482915,0.37760406140326885,-0.363130366781534,-0.025621927126600694,-0.07317764377516048,0.002351721884596034,-0.023845102580464145,0.04369644800993605,0.007350136213873023,0.014507467387483767,0.017800884643368375,-0.02597743573211046,0.002452816974327584,-0.002403125546770662,-0.0008307963341954806,1.6193350573338415e-15,3.51154907800288e-16,2.389888809708194e-18,5.404004018966732e-18,3.0838002992508325e-16,-4.7129443725737065e-15,1.2561719726965225e-15,1.4284738930937216e-15,-1.0987345120073278e-16,4.637432446838785e-15,-1.6986341638008628e-15,-5.572527168042492e-16,2.1978993457668014e-15,1.4494739821630912e-15,1.2419366983535864e-15,5.096679373417858e-15,5.127758807369404e-15,-4.632329280002793e-15,-5.815395403128212e-16,-2.3773479816596287e-15,-2.3628545626151635e-16
-15.686731143779792,0.3784496469320419,1.4333334602400254,-0.0036582119794433153,-0.04282186678223785,-0.37433839426643156,-0.251974913824165,-0.5987208126994051,-0.19233480868895056,-0.039389663462812814,-0.0532371259948047,0.010644177189144214,0.001622820851777603,-0.38017174102426576,0.06384728815913453,0.03483690899738961,-0.04609742104816594,-0.2361240305354522,-0.05971289895086628,0.0612001286100286,-0.09002242717969108,-0.04658928378921248,0.04068565374112588,0.04195600502243673,0.031148645437085967,0.016533352769364972,-0.1646156781959021,-0.0019522706893265846,-0.018399992159547882,1.6193350573350976e-15,3.511549078005887e-16,2.3898888077543284e-18,5.40400402112518e-18,3.175663650482044e-29,-1.3011653264345016e-30,1.9298885594747815e-30,1.6995698481857576e-30,-1.0022874710874118e-30,-6.230343540064007e-31,-3.0942739853680903e-30,-1.4912592533936555e-30,4.76610438757281e-32,8.79926069531343e-31,2.658380202386007e-30,-3.6003768076314944e-30,1.2214928251551969e-30,-3.217847605050862e-30,1.3713732173216245e-30,2.633294274706125e-30,1.8457880584847614e-30
-15.824560369821867,0.5238110600422629,0.412528763649911,0.20851739217354914,-1.0613861834013383,0.9574111838960633,-0.5420752745921762,0.08282039012405927,0.1732728413588049,-0.015501084788892505,0.03709809101664738,-0.040628903022335426,-0.039253042217511636,0.02550209991080375,-0.008661992318556062,-0.0008978304631361102,0.003641047216450427,-0.016365450940516033,0.00630617358258072,-0.0110585246896084,0.0135841566849998,0.013310043922557538,0.0010558989550341897,-0.002692016645943612,0.0002158651845492806,-0.0006906563081369236,-0.0009910591074250195,5.9424438472828554e-05,0.00041526126986615557,1.776860723344205e-15,-3.8644265746962214e-16,-1.3941219714826643e-16,7.942751498203354e-16,3.097060491673945e-16,-1.004835312301708e-15,-2.0729543881593338e-15,-3.9257798641896304e-16,-1.1196713414870325e-15,-1.6608576511763456e-15,-1.4701671618403574e-15,6.263444146616145e-15,3.4074990913293584e-15,-1.0329747417226131e-15,-4.639131588484113e-16,4.895868636741439e-15,4.913119434025414e-15,-7.571228410827335e-16,7.0063332889545635e-15,7.837003953980787e-15,2.0058149203501805e-15
